Experiment	Well	Rate	  R	Max OD	 lagTime
Efm_OD_42_new	EFM49_18	0.01127	0.99958	0.799	148.5
Efm_OD_42_new	EFM49_19	0.01190	0.99853	0.794	169.0
Efm_OD_42_new	EFM49_20	0.01174	0.99757	0.788	169.5
Efm_OD_42_new	EFM51_1	0.01116	0.99958	0.856	122.0
Efm_OD_42_new	EFM51_2	0.01105	0.99939	0.884	122.4
Efm_OD_42_new	EFM51_3	0.01140	0.99934	0.884	124.4
Efm_OD_42_new	EFM51_4	0.01138	0.99942	0.886	122.6
Efm_OD_42_new	EFM51_5	0.01132	0.99938	0.849	120.5
Efm_OD_42_new	EFM51_6	0.01102	0.99920	0.858	122.6
Efm_OD_42_new	EFM51_7	0.01126	0.99929	0.843	119.5
Efm_OD_42_new	EFM51_8	0.01159	0.99972	0.846	121.7
Efm_OD_42_new	EFM51_9	0.01166	0.99974	0.835	118.1
Efm_OD_42_new	EFM51_10	0.01215	0.99970	0.859	117.2
Efm_OD_42_new	EFM51_11	0.01203	0.99954	0.827	114.2
Efm_OD_42_new	EFM51_12	0.01221	0.99958	0.839	115.5
Efm_OD_42_new	EFM51_13	0.01174	0.99968	0.838	117.7
Efm_OD_42_new	EFM51_14	0.01161	0.99977	0.838	118.3
Efm_OD_42_new	EFM51_15	0.01199	0.99966	0.831	117.5
Efm_OD_42_new	EFM51_16	0.01201	0.99961	0.833	118.9
Efm_OD_42_new	EFM51_17	0.01200	0.99947	0.830	119.8
Efm_OD_42_new	EFM51_18	0.01205	0.99955	0.823	121.1
Efm_OD_42_new	EFM51_19	0.01194	0.99940	0.816	129.4
Efm_OD_42_new	EFM51_20	0.01214	0.99924	0.848	127.8
Efm_OD_42_new	EFM17s_1	0.01429	0.99888	0.846	118.0
Efm_OD_42_new	EFM17s_2	0.01435	0.99906	0.853	117.5
Efm_OD_42_new	EFM17s_3	0.01432	0.99906	0.844	121.6
Efm_OD_42_new	EFM17s_4	0.01401	0.99896	0.846	121.8
Efm_OD_42_new	EFM17s_5	0.01396	0.99887	0.840	127.4
Efm_OD_42_new	EFM17s_6	0.01399	0.99867	0.835	126.3
Efm_OD_42_new	EFM17s_7	0.01449	0.99907	0.846	121.4
Efm_OD_42_new	EFM17s_8	0.01421	0.99903	0.833	124.3
Efm_OD_42_new	EFM17s_9	0.01445	0.99917	0.836	120.2
Efm_OD_42_new	EFM17s_10	0.01425	0.99913	0.842	118.7
Efm_OD_42_new	EFM17s_11	0.01428	0.99828	0.790	127.9
Efm_OD_42_new	EFM17s_12	0.01426	0.99829	0.785	128.1
Efm_OD_42_new	EFM17s_13	0.01435	0.99814	0.787	130.1
Efm_OD_42_new	EFM17s_14	0.01430	0.99812	0.804	131.5
Efm_OD_42_new	EFM17s_15	0.01415	0.99863	0.780	133.2
Efm_OD_42_new	EFM17s_16	0.01437	0.99812	0.796	132.7
Efm_OD_42_new	EFM17s_17	0.01216	0.99929	0.895	133.9
Efm_OD_42_new	EFM17s_18	0.01219	0.99925	0.893	131.7
Efm_OD_42_new	EFM17s_19	0.01440	0.99918	0.777	118.7
Efm_OD_42_new	EFM17s_20	0.01448	0.99900	0.784	118.5
Efm_OD_42_new	Lin3_1	0.01175	0.99921	0.840	148.3
Efm_OD_42_new	Lin3_2	0.01169	0.99939	0.857	147.8
Efm_OD_42_new	Lin3_3	0.01171	0.99940	0.848	150.7
Efm_OD_42_new	Lin3_4	0.01189	0.99957	0.846	148.5
Efm_OD_42_new	Lin3_5	0.01203	0.99958	0.842	132.1
Efm_OD_42_new	Lin3_6	0.01192	0.99940	0.846	133.2
Efm_OD_42_new	Lin3_7	0.01181	0.99938	0.833	145.0
Efm_OD_42_new	Lin3_8	0.01170	0.99934	0.801	145.4
Efm_OD_42_new	Lin3_9	0.01198	0.99964	0.842	115.5
Efm_OD_42_new	Lin3_10	0.01201	0.99962	0.857	113.6
Efm_OD_42_new	Lin3_11	0.01208	0.99908	0.858	135.9
Efm_OD_42_new	Lin3_12	0.01178	0.99930	0.869	136.2
Efm_OD_42_new	Lin3_13	0.01222	0.99967	0.853	119.8
Efm_OD_42_new	Lin3_14	0.01206	0.99969	0.839	119.7
Efm_OD_42_new	Lin3_15	0.01212	0.99961	0.859	116.0
Efm_OD_42_new	Lin3_16	0.01215	0.99952	0.842	118.2
Efm_OD_42_new	Lin3_17	0.01192	0.99936	0.825	137.1
Efm_OD_42_new	Lin3_18	0.01215	0.99922	0.832	137.3
Efm_OD_42_new	Lin3_19	0.01181	0.99902	0.839	126.0
Efm_OD_42_new	Lin3_20	0.01224	0.99906	0.848	125.8
